what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375277098471
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375277099008
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375277099244
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375277099478
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375277099876
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375277100211
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375277100493
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375277108682
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375277118266
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375277128993
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1375277129026
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375277153894
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375277160485
activated,editor,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1375277163071
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375277166001
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375277171679
activated,editor,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1375277178500
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375277184132
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375277184622
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375277185072
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375277185289
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375277185550
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375277187732
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375277193461
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375277329402
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375277337533
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375277661385
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375277666776
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375277684310
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375277686415
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375277710292
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375277785074
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375277787132
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375277793683
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375277795336
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375277797228
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375277804618
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375277813430
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375277829647
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1375277833503
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375277851679
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375277858732
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375277862324
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1375277862346
opened,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375277862956
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375277863121
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1375277866294
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375277866554
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375277890173
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375278032043
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375278054409
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1375278054475
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375278392919
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1375278399757
error,log,,,"Core exception while retrieving the content description",1375278401218
error,log,,,"Core exception while retrieving the content description",1375278401229
error,log,,,"Core exception while retrieving the content description",1375278401242
error,log,,,"Core exception while retrieving the content description",1375278401254
error,log,,,"Core exception while retrieving the content description",1375278401266
error,log,,,"Core exception while retrieving the content description",1375278401277
error,log,,,"Core exception while retrieving the content description",1375278401289
error,log,,,"Core exception while retrieving the content description",1375278401301
error,log,,,"Core exception while retrieving the content description",1375278401423
error,log,,,"Core exception while retrieving the content description",1375278401436
error,log,,,"Core exception while retrieving the content description",1375278401448
error,log,,,"Core exception while retrieving the content description",1375278401460
error,log,,,"Core exception while retrieving the content description",1375278402829
error,log,,,"Core exception while retrieving the content description",1375278402840
error,log,,,"Core exception while retrieving the content description",1375278402865
error,log,,,"Core exception while retrieving the content description",1375278402880
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375279525652
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375279640602
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375279643961
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375279650383
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375279671917
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1375279706304
activated,editor,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1375279769775
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375279775063
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375279792088
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375279794828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375279798225
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375279821404
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375279824114
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375279825890
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375279839193
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375279852057
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375279857742
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375279858023
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375279858268
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375279859144
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375279860536
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375279862741
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375279864890
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375279866023
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375279894314
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280117556
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280181543
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1375280186204
started,bundle,org.jboss.tools.common.text.xml,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.text.xml",1375280186606
started,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1375280186809
opened,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1375280186877
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1375280187413
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1375280238455
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1375280246634
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280262839
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280304971
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375280310792
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280313167
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280316187
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1375280316637
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375280325297
started,bundle,org.eclipse.pde.api.tools,1.0.202.v20100820_r361,"org.eclipse.pde.api.tools",1375280330031
started,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1375280330038
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1375280330166
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1375280330362
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.2.v201103270854,"org.eclipse.jst.ws.jaxws.ui",1375280330417
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1375280331431
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375280385891
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375280457103
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375280458615
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1375280461534
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375280488254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375280490879
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375280492336
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1375280493976
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375280497246
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1375280531843
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375280547944
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375280551732
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375280562146
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280595805
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280605133
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1375280605212
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375280621615
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375280629314
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375280631079
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1375280641207
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375280642798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375280645812
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375280651419
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375280653093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280660745
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280662506
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280664079
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280664971
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280665584
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280705154
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375280706323
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281028408
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375281035206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281036496
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281536166
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281539432
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281566132
started,bundle,com.google.appengine.eclipse.datatools,3.2.4.v201306061640-rel-r36,"com.google.appengine.eclipse.datatools",1375281572156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281581667
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281582889
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281583220
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281616338
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281622620
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281625134
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281632927
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375281636047
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281652607
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281656488
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1375281692000
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1375281692196
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281704257
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375281759997
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1375281760020
opened,editor,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1375281760575
activated,editor,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1375281760652
