what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375270568506
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270572139
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270653811
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270659765
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270685459
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270686538
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270689004
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270691435
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270696511
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375270716447
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375270716694
activated,editor,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1375270728317
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375270758643
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375270772389
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270773028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270814891
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270818256
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270876988
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375270884461
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270888384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270906844
activated,editor,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1375270909112
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270912342
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270914638
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375270915976
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375270918119
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375270925955
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375270930345
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270933077
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270942979
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1375270943004
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1375270951268
started,bundle,org.eclipse.tptp.platform.integration.pde,4.5.1.v201009092123,"org.eclipse.tptp.platform.integration.pde",1375270951319
activated,editor,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1375270957152
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375270957503
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375270964077
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270976144
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375270983556
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1375270983624
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375270994798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375270996873
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375271003626
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375271008006
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375271012726
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375271071379
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375271078905
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1375271078980
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375271094376
activated,editor,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1375271094669
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1375271139715
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375271145200
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375271155083
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375271159501
executed,command,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui.edit.text.java.format",1375271169638
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375271171678
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375271192365
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375271194000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375271196276
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375271215192
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1375271215222
activated,editor,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1375271241039
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375271247897
activated,editor,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1375271252965
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375271257056
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375271259242
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375271274520
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375271282509
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375271285584
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375271289249
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375271303520
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375271308313
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375271310445
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375271318219
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375271321375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375271405333
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375271439835
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1375271439864
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375271483467
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375271522576
activated,editor,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1375271524006
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375271553382
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375271585639
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375271587205
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375271594435
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375271615125
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1375271641497
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375271644375
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375271667393
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375271669968
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1375271679938
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1375271682876
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375271809794
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375271811570
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375271820549
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1375271823567
activated,editor,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1375271833266
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375271837100
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1375271837378
activated,editor,org.eclipse.jst.pagedesigner,1.3.2.v201101211220-p002,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1375271839434
